Дата составления,Груз,"Вес по акту, тн",Склад,Дата начала,Дата оконч.,Нач.форм.штабеля,Штабель
2020-07-21,A1,21.25,4,2020-07-21 21:00:00,2020-07-22 09:00:00,2020-01-12 00:00:00,39
2020-07-22,A1,10.2,6,2020-07-21 21:00:00,2020-07-22 09:00:00,2020-04-24 07:28:00,4
2020-07-22,A1,12.75,6,2020-07-22 21:00:00,2020-07-23 09:00:00,2020-04-24 07:28:00,4
2020-07-23,A1,153.0,4,2020-07-23 09:00:00,2020-07-23 21:00:00,2020-01-12 00:00:00,39
2020-07-24,A1,17.0,6,2020-07-23 21:00:00,2020-07-24 09:00:00,2020-03-15 00:00:00,1
2020-07-24,A1,102.0,4,2020-07-24 09:00:00,2020-07-24 21:00:00,2020-01-12 00:00:00,39
2020-07-24,A1,110.5,6,2020-07-24 09:00:00,2020-07-24 21:00:00,2020-04-24 07:28:00,4
2020-07-24,A1,38.25,6,2020-07-24 09:00:00,2020-07-24 21:00:00,2020-03-15 00:00:00,1
2020-07-25,A1,17.0,4,2020-07-24 21:00:00,2020-07-25 09:00:00,2020-01-12 00:00:00,39
2020-07-25,A1,21.25,6,2020-07-24 21:00:00,2020-07-25 09:00:00,2020-04-24 07:28:00,4
2020-07-25,A1,3.4,6,2020-07-25 09:00:00,2020-07-25 21:00:00,2020-03-15 00:00:00,1
2020-07-25,A1,2.55,4,2020-07-25 09:00:00,2020-07-25 21:00:00,2020-01-12 00:00:00,39
2020-07-25,A1,2.55,4,2020-07-25 09:00:00,2020-07-25 21:00:00,2020-05-18 05:18:00,23
2020-07-26,A1,68.0,6,2020-07-25 21:00:00,2020-07-26 09:00:00,2020-04-24 07:28:00,4
2020-07-26,A1,3.4,4,2020-07-26 09:00:00,2020-07-26 21:00:00,2020-01-12 00:00:00,39
2020-07-27,A1,21.25,4,2020-07-26 21:02:00,2020-07-27 09:00:00,2020-01-12 00:00:00,39
2020-07-27,A1,12.75,6,2020-07-27 09:00:00,2020-07-27 21:00:00,2020-04-24 07:28:00,4
2020-07-27,A1,15.3,6,2020-07-27 09:00:00,2020-07-27 21:00:00,2020-03-15 00:00:00,1
2020-07-28,A1,12.75,6,2020-07-27 21:00:00,2020-07-28 09:00:00,2020-04-24 07:28:00,4
2020-07-28,A1,25.5,4,2020-07-27 21:00:00,2020-07-28 09:00:00,2020-01-12 00:00:00,39
2020-07-28,A1,10.2,6,2020-07-28 09:00:00,2020-07-28 21:00:00,2020-03-15 00:00:00,1
2020-07-28,A1,15.3,6,2020-07-28 09:00:00,2020-07-28 21:00:00,2020-04-24 07:28:00,4
2020-07-28,A1,12.75,4,2020-07-28 09:00:00,2020-07-28 21:00:00,2020-01-12 00:00:00,39
2020-07-29,A1,17.0,4,2020-07-28 21:00:00,2020-07-29 09:00:00,2020-01-12 00:00:00,39
2020-07-29,A1,5.95,6,2020-07-28 21:00:00,2020-07-29 09:00:00,2020-03-15 00:00:00,1
2020-07-29,A1,12.75,6,2020-07-29 09:00:00,2020-07-29 21:00:00,2020-03-15 00:00:00,1
2020-07-29,A1,25.5,6,2020-07-29 09:00:00,2020-07-29 21:00:00,2020-04-24 07:28:00,4
2020-07-31,A1,17.0,4,2020-07-30 21:00:00,2020-07-31 09:00:00,2020-01-12 00:00:00,39
2020-07-31,A1,23.8,3,2020-07-31 09:00:00,2020-07-31 21:00:00,2020-06-26 16:00:00,41
2020-07-31,A1,63.75,4,2020-07-31 09:00:00,2020-07-31 21:00:00,2020-01-12 00:00:00,39
2020-08-01,A1,29.75,4,2020-08-01 09:00:00,2020-08-01 21:00:00,2020-01-12 00:00:00,39
2020-08-02,A1,17.0,3,2020-08-02 09:00:00,2020-08-02 21:00:00,2020-06-26 16:00:00,41
2020-08-03,A1,102.0,4,2020-08-02 21:00:00,2020-08-03 09:00:00,2020-01-12 00:00:00,39
2020-08-03,A1,106.25,3,2020-08-02 21:00:00,2020-08-03 09:00:00,2020-06-26 16:00:00,41
2020-08-03,A1,42.5,4,2020-08-03 09:00:00,2020-08-03 21:00:00,2020-05-14 15:30:00,39
2020-08-04,A1,80.75,4,2020-08-03 21:00:00,2020-08-04 09:00:00,2020-05-14 15:30:00,39
2020-08-04,A1,110.5,6,2020-08-03 21:00:00,2020-08-04 09:00:00,2020-04-24 07:28:00,4
2020-08-04,A1,21.25,6,2020-08-04 09:00:00,2020-08-04 21:00:00,2020-04-24 07:28:00,4
2020-08-04,A1,18.7,6,2020-08-04 09:00:00,2020-08-04 21:00:00,2020-03-15 00:00:00,1
2020-08-05,A1,17.0,4,2020-08-04 21:00:00,2020-08-05 09:00:00,2020-05-14 15:30:00,39
2020-08-05,A1,34.0,6,2020-08-04 21:00:00,2020-08-05 09:00:00,2020-03-15 00:00:00,1
2020-08-05,A1,25.5,6,2020-08-04 21:00:00,2020-08-05 09:00:00,2020-04-24 07:28:00,4
2020-08-05,A1,12.75,4,2020-08-05 09:00:00,2020-08-05 21:00:00,2020-05-14 15:30:00,39
2020-08-06,A1,17.0,4,2020-08-05 21:00:00,2020-08-06 09:00:00,2020-05-14 15:30:00,39
2020-08-06,A1,17.0,6,2020-08-05 21:00:00,2020-08-06 09:00:00,2020-04-24 07:28:00,4
2020-08-06,A1,12.75,6,2020-08-06 09:00:00,2020-08-06 21:00:00,2020-03-15 00:00:00,1
2020-08-06,A1,15.3,4,2020-08-06 09:00:00,2020-08-06 21:00:00,2020-05-14 15:30:00,39
2020-08-09,A1,21.25,4,2020-08-08 21:00:00,2020-08-09 09:00:00,2020-05-14 15:30:00,39
2020-08-09,A1,119.0,6,2020-08-09 09:00:00,2020-08-09 21:00:00,2020-03-15 00:00:00,1
2020-08-10,A1,34.0,6,2020-08-10 09:00:00,2020-08-10 21:00:00,2020-04-24 07:28:00,4
2020-08-10,A1,21.25,6,2020-08-10 09:00:00,2020-08-10 21:00:00,2020-03-15 00:00:00,1
2020-08-11,A1,34.0,4,2020-08-11 09:00:00,2020-08-11 21:00:00,2020-05-14 15:30:00,39
2020-08-12,A1,83.3,6,2020-08-11 21:00:00,2020-08-12 09:00:00,2020-03-15 00:00:00,1
2020-08-12,A1,17.0,6,2020-08-12 09:00:00,2020-08-12 21:00:00,2020-04-24 07:28:00,4
2020-08-12,A1,21.25,4,2020-08-12 09:00:00,2020-08-12 21:00:00,2020-05-14 15:30:00,39
2020-08-14,A1,12.75,4,2020-08-14 09:00:00,2020-08-14 21:00:00,2020-05-14 15:30:00,39
2020-08-14,A1,21.25,6,2020-08-14 21:00:00,2020-08-15 09:00:00,2020-04-24 07:28:00,4
2020-08-14,A1,17.0,6,2020-08-14 21:00:00,2020-08-15 09:00:00,2020-03-15 00:00:00,1
2020-08-15,A1,12.75,4,2020-08-14 21:00:00,2020-08-15 09:00:00,2018-11-23 00:00:00,12
2020-08-15,A1,6.8,4,2020-08-15 09:00:00,2020-08-15 21:00:00,2020-05-14 15:30:00,39
2020-08-15,A1,7.65,4,2020-08-15 09:00:00,2020-08-15 21:00:00,2020-05-14 15:30:00,39
2020-08-16,A1,425.0,4,2020-08-15 21:00:00,2020-08-16 09:00:00,2020-05-14 15:30:00,39
2020-08-16,A1,102.0,6,2020-08-16 09:00:00,2020-08-16 21:00:00,2020-03-15 00:00:00,1
2020-08-16,A1,5.1,4,2020-08-16 09:00:00,2020-08-16 21:00:00,2020-05-14 15:30:00,39
2020-08-17,A1,8.5,4,2020-08-16 21:00:00,2020-08-17 09:00:00,2020-05-14 15:30:00,39
2020-08-17,A1,39.1,4,2020-08-17 09:00:00,2020-08-17 21:00:00,2020-08-20 10:10:00,12
2020-08-17,A1,12.75,4,2020-08-17 09:00:00,2020-08-17 21:00:00,2020-05-14 15:30:00,39
2020-08-18,A1,12.75,4,2020-08-17 21:00:00,2020-08-18 09:00:00,2020-05-14 15:30:00,39
2020-08-18,A1,17.0,4,2020-08-18 09:00:00,2020-08-18 21:00:00,2020-01-12 00:00:00,39
2020-08-18,A1,21.25,6,2020-08-18 09:00:00,2020-08-18 21:00:00,2020-03-15 00:00:00,1
2020-08-19,A1,12.75,4,2020-08-18 21:00:00,2020-08-19 09:00:00,2020-01-12 00:00:00,39
2020-08-19,A1,76.5,4,2020-08-19 09:00:00,2020-08-19 21:00:00,2020-01-12 00:00:00,39
2020-08-19,A1,12.75,6,2020-08-19 09:00:00,2020-08-19 21:00:00,2020-03-15 00:00:00,1
2020-08-20,A1,23.8,4,2020-08-19 21:00:00,2020-08-20 09:00:00,2020-05-14 15:30:00,39
2020-08-20,A1,17.0,6,2020-08-19 21:00:00,2020-08-20 09:00:00,2020-03-15 00:00:00,1
2020-08-20,A1,17.0,6,2020-08-20 09:00:00,2020-08-20 21:00:00,2020-03-15 00:00:00,1
2020-08-21,A1,25.5,6,2020-08-20 21:00:00,2020-08-21 09:00:00,2020-03-15 00:00:00,1
2020-08-22,A1,17.0,6,2020-08-21 21:00:00,2020-08-22 09:00:00,2020-04-24 07:28:00,4
2020-08-22,A1,7.65,6,2020-08-22 09:00:00,2020-08-22 21:00:00,2020-03-15 00:00:00,1
2020-08-22,A1,6.8,6,2020-08-22 09:00:00,2020-08-22 21:00:00,2020-04-24 07:28:00,4
2020-08-23,A1,5.95,4,2020-08-23 09:00:00,2020-08-23 21:00:00,2020-08-17 00:00:00,3
2020-08-23,A1,18.7,6,2020-08-23 21:00:00,2020-08-24 09:00:00,2020-04-24 07:28:00,4
2020-08-24,A1,11.05,6,2020-08-24 09:00:00,2020-08-24 21:00:00,2020-03-15 00:00:00,1
2020-08-24,A1,9.35,6,2020-08-24 09:00:00,2020-08-24 21:00:00,2020-04-24 07:28:00,4
2020-08-24,A1,5.1,4,2020-08-24 21:00:00,2020-08-25 09:00:00,2020-08-17 00:00:00,3
2020-08-25,A1,5.1,4,2020-08-25 09:00:00,2020-08-25 21:00:00,2020-08-17 00:00:00,3
2020-08-25,A1,2.55,6,2020-08-25 09:00:00,2020-08-25 21:00:00,2020-03-15 00:00:00,1
2020-08-27,A1,10.2,6,2020-08-26 21:00:00,2020-08-27 09:00:00,2020-03-15 00:00:00,1
2020-08-28,A1,10.2,6,2020-08-28 09:00:00,2020-08-28 21:00:00,2020-03-15 00:00:00,1
2020-08-29,A1,12.75,4,2020-08-28 21:00:00,2020-08-29 09:00:00,2020-08-17 00:00:00,3
2020-08-29,A1,51.0,6,2020-08-28 21:00:00,2020-08-29 09:00:00,2020-03-15 00:00:00,1
2020-08-30,A1,25.5,6,2020-08-29 21:00:00,2020-08-30 09:00:00,2020-03-15 00:00:00,1
2020-08-30,A1,25.5,6,2020-08-29 21:00:00,2020-08-30 09:00:00,2020-04-24 07:28:00,4
2020-09-01,A1,8.5,6,2020-09-01 09:00:00,2020-09-01 21:00:00,2020-06-25 20:00:00,5
2020-09-01,A1,4.25,6,2020-09-01 09:00:00,2020-09-01 21:00:00,2020-04-24 07:28:00,4
2020-09-02,A1,5.1,6,2020-09-02 09:00:00,2020-09-02 21:00:00,2020-03-15 00:00:00,1
2020-09-03,A1,29.75,6,2020-09-03 09:00:00,2020-09-03 21:00:00,2020-04-24 07:28:00,4
2020-09-03,A1,59.5,6,2020-09-03 09:00:00,2020-09-03 21:00:00,2020-06-25 00:00:00,5
2020-09-04,A1,5.1,6,2020-09-03 21:00:00,2020-09-04 09:00:00,2020-04-24 07:28:00,4
2020-09-04,A1,5.95,6,2020-09-03 21:00:00,2020-09-04 09:00:00,2020-06-25 20:00:00,5
2020-09-04,A1,17.0,4,2020-09-04 16:25:00,2020-09-04 17:00:00,2020-08-17 00:00:00,3
2020-09-05,A1,6.8,6,2020-09-04 21:00:00,2020-09-05 09:00:00,2020-04-24 07:28:00,4
2020-09-05,A1,12.75,4,2020-09-04 21:00:00,2020-09-05 09:00:00,2020-08-17 00:00:00,3
2020-09-05,A1,12.75,4,2020-09-05 09:00:00,2020-09-05 21:00:00,2020-08-17 00:00:00,3
2020-09-05,A1,17.0,6,2020-09-05 09:00:00,2020-09-05 21:00:00,2020-04-24 07:28:00,4
2020-09-06,A1,17.0,6,2020-09-05 21:00:00,2020-09-06 09:00:00,2020-06-25 00:00:00,5
2020-09-06,A1,12.75,6,2020-09-06 09:00:00,2020-09-06 21:00:00,2020-06-25 00:00:00,5
2020-09-06,A1,12.75,4,2020-09-06 09:00:00,2020-09-06 21:00:00,2020-08-17 00:00:00,3
2020-09-07,A1,12.75,6,2020-09-07 21:00:00,2020-09-08 09:00:00,2020-03-15 00:00:00,1
2020-09-08,A1,12.75,6,2020-09-08 09:00:00,2020-09-08 21:00:00,2020-06-25 00:00:00,5
2020-09-08,A1,12.75,6,2020-09-08 21:00:00,2020-09-09 09:00:00,2020-03-15 00:00:00,1
2020-09-08,A1,170.0,4,2020-09-08 21:00:00,2020-09-09 09:00:00,2020-08-17 00:00:00,3
2020-09-09,A1,29.75,6,2020-09-09 09:00:00,2020-09-09 21:00:00,2020-06-25 00:00:00,5
2020-09-09,A1,11.9,4,2020-09-09 09:00:00,2020-09-09 21:00:00,2020-08-17 00:00:00,3
2020-09-09,A1,10.2,3,2020-09-09 09:00:00,2020-09-09 21:00:00,2020-08-09 00:00:00,33
2020-09-10,A1,229.5,6,2020-09-09 21:00:00,2020-09-10 09:00:00,2020-03-15 00:00:00,1
2020-09-10,A1,195.5,6,2020-09-09 21:00:00,2020-09-10 09:00:00,2020-06-25 00:00:00,5
2020-09-10,A1,4.25,4,2020-09-09 21:00:00,2020-09-10 09:00:00,2020-08-17 00:00:00,3
2020-09-10,A1,6.8,3,2020-09-10 09:00:00,2020-09-10 21:00:00,2020-08-09 00:00:00,33
2020-09-11,A1,25.5,6,2020-09-11 09:00:00,2020-09-11 21:00:00,2020-03-15 00:00:00,1
2020-09-11,A1,34.0,3,2020-09-11 09:00:00,2020-09-11 21:00:00,2020-08-09 00:00:00,33
2020-09-12,A1,45.9,3,2020-09-11 21:00:00,2020-09-12 09:00:00,2020-08-09 00:00:00,33
2020-09-12,A1,25.5,3,2020-09-12 09:00:00,2020-09-12 21:00:00,2020-08-09 00:00:00,33
2020-09-13,A1,25.5,3,2020-09-13 09:00:00,2020-09-13 21:00:00,2020-08-09 00:00:00,33
2020-09-14,A1,12.75,6,2020-09-13 21:00:00,2020-09-14 09:00:00,2020-03-15 00:00:00,1
2020-09-14,A1,51.0,3,2020-09-13 21:00:00,2020-09-14 09:00:00,2020-08-09 00:00:00,33
2020-09-14,A1,12.75,3,2020-09-14 09:00:00,2020-09-14 21:00:00,2020-08-09 00:00:00,33
2020-09-14,A1,12.75,6,2020-09-14 09:00:00,2020-09-14 21:00:00,2020-03-15 00:00:00,1
2020-09-15,A1,5.95,3,2020-09-15 09:00:00,2020-09-15 21:00:00,2020-08-09 00:00:00,33
2020-09-16,A1,12.75,3,2020-09-15 21:00:00,2020-09-16 09:00:00,2020-08-09 00:00:00,33
2020-09-16,A1,29.75,3,2020-09-16 09:00:00,2020-09-16 21:00:00,2020-08-09 00:00:00,33
2020-09-16,A1,12.75,3,2020-09-16 21:00:00,2020-09-17 09:00:00,2020-08-09 00:00:00,33
2020-09-18,A1,170.0,6,2020-09-17 23:13:00,2020-09-18 03:04:00,2020-03-15 00:00:00,1
2020-09-18,A1,21.25,3,2020-09-18 09:00:00,2020-09-18 21:00:00,2020-08-09 00:00:00,33
2020-09-19,A1,25.5,6,2020-09-19 09:01:00,2020-09-19 21:00:00,2020-03-15 00:00:00,1
2020-09-20,A1,25.5,6,2020-09-20 09:00:00,2020-09-20 21:00:00,2020-03-15 00:00:00,1
2020-09-21,A1,21.25,6,2020-09-20 21:00:00,2020-09-21 09:00:00,2020-03-15 00:00:00,1
2020-09-21,A1,12.75,6,2020-09-21 09:00:00,2020-09-21 21:00:00,2020-03-15 00:00:00,1
2020-09-21,A1,12.75,3,2020-09-21 09:00:00,2020-09-21 21:00:00,2020-08-09 00:00:00,33
2020-09-22,A1,34.0,3,2020-09-21 21:00:00,2020-09-22 09:00:00,2020-08-09 00:00:00,33
2020-09-22,A1,29.75,6,2020-09-21 21:00:00,2020-09-22 09:00:00,2020-03-15 00:00:00,1
2020-09-22,A1,38.25,6,2020-09-21 21:00:00,2020-09-22 09:00:00,2020-04-24 07:28:00,4
2020-09-23,A1,38.25,6,2020-09-22 21:00:00,2020-09-23 09:00:00,2020-04-24 07:28:00,4
2020-09-23,A1,17.0,6,2020-09-22 21:00:00,2020-09-23 09:00:00,2020-03-15 00:00:00,1
2020-09-23,A1,12.75,6,2020-09-22 21:00:00,2020-09-23 09:00:00,2020-06-25 20:00:00,5
2020-09-24,A1,12.75,6,2020-09-23 21:00:00,2020-09-24 09:00:00,2020-06-25 20:00:00,5
2020-09-24,A1,27.2,3,2020-09-24 09:00:00,2020-09-24 21:00:00,2020-08-09 00:00:00,33
2020-09-24,A1,32.3,6,2020-09-24 09:00:00,2020-09-24 21:00:00,2020-06-25 00:00:00,5
2020-09-25,A1,25.5,6,2020-09-24 21:00:00,2020-09-25 09:00:00,2020-06-25 20:00:00,5
2020-09-25,A1,18.7,3,2020-09-25 09:00:00,2020-09-25 21:00:00,2020-08-09 00:00:00,33
2020-09-26,A1,23.8,3,2020-09-25 21:00:00,2020-09-26 09:00:00,2020-08-09 00:00:00,33
2020-09-26,A1,35.699999999999996,6,2020-09-25 21:00:00,2020-09-26 09:00:00,2020-03-15 00:00:00,1
2020-09-26,A1,24.65,6,2020-09-25 21:00:00,2020-09-26 09:00:00,2020-06-25 00:00:00,5
2020-09-27,A1,51.0,6,2020-09-27 09:00:00,2020-09-27 21:00:00,2020-09-08 09:00:00,1
2020-09-27,A1,17.0,6,2020-09-27 09:00:00,2020-09-27 21:00:00,2020-06-25 00:00:00,5
2020-09-27,A1,34.0,3,2020-09-27 09:00:00,2020-09-27 21:00:00,2020-08-09 09:00:00,33
2020-09-28,A1,25.5,3,2020-09-27 21:00:00,2020-09-28 09:00:00,2020-08-09 09:00:00,33
2020-09-28,A1,5.95,6,2020-09-27 21:00:00,2020-09-28 09:00:00,2020-03-15 00:00:00,1
2020-09-28,A1,46.75,3,2020-09-28 09:00:00,2020-09-28 21:00:00,2020-08-09 09:00:00,33
2020-09-29,A1,34.0,3,2020-09-28 21:00:00,2020-09-29 09:00:00,2020-08-09 09:00:00,33
2020-09-29,A1,5.95,6,2020-09-28 21:00:00,2020-09-29 09:00:00,2020-03-15 00:00:00,1
2020-09-30,A1,34.0,3,2020-09-29 21:00:00,2020-09-30 09:00:00,2020-08-09 09:00:00,33
2020-09-30,A1,255.0,3,2020-09-30 09:00:00,2020-09-30 21:00:00,2020-08-09 09:00:00,33
